?ingredient	?ingLab
<http://purl.obolibrary.org/obo/DRON_00018702>	AZINTAMIDE
<http://purl.obolibrary.org/obo/DRON_00014874>	ethenzamide
<http://purl.obolibrary.org/obo/DRON_00015594>	pipothiazine
<http://purl.obolibrary.org/obo/DRON_00014609>	carbazochrome
<http://purl.obolibrary.org/obo/DRON_00018734>	MELITRACEN
<http://purl.obolibrary.org/obo/DRON_00014656>	anethole
<http://purl.obolibrary.org/obo/DRON_00015467>	oxiconazole
<http://purl.obolibrary.org/obo/DRON_00016637>	carbamide peroxide
<http://purl.obolibrary.org/obo/DRON_00015065>	Halazone
<http://purl.obolibrary.org/obo/DRON_00015646>	Potassium Permanganate
<http://purl.obolibrary.org/obo/DRON_00015706>	Barbital
<http://purl.obolibrary.org/obo/DRON_00018202>	ALPHA-D-GALACTOSIDASE ENZYME
<http://purl.obolibrary.org/obo/DRON_00014929>	ferrous phosphate
<http://purl.obolibrary.org/obo/DRON_00014279>	aminaphthone
<http://purl.obolibrary.org/obo/DRON_00015073>	ibopamine
<http://purl.obolibrary.org/obo/DRON_00015736>	Selenomethionine
<http://purl.obolibrary.org/obo/DRON_00015287>	menfegol
<http://purl.obolibrary.org/obo/DRON_00014453>	artesunate
<http://purl.obolibrary.org/obo/DRON_00016111>	zofenopril
<http://purl.obolibrary.org/obo/DRON_00014520>	GRAPE SEED
<http://purl.obolibrary.org/obo/DRON_00014883>	Hexobendine
<http://purl.obolibrary.org/obo/DRON_00015434>	ethamivan
<http://purl.obolibrary.org/obo/DRON_00015249>	loxoprofen
<http://purl.obolibrary.org/obo/DRON_00015228>	manidipine
<http://purl.obolibrary.org/obo/DRON_00014597>	Cambendazole
<http://purl.obolibrary.org/obo/DRON_00016080>	Vinbarbital
<http://purl.obolibrary.org/obo/DRON_00010189>	Amdinocillin
<http://purl.obolibrary.org/obo/DRON_00015684>	Prothionamide
<http://purl.obolibrary.org/obo/DRON_00014271>	azosemid
<http://purl.obolibrary.org/obo/DRON_00015731>	ICTASOL
<http://purl.obolibrary.org/obo/DRON_00015437>	OCTODRINE
<http://purl.obolibrary.org/obo/DRON_00018868>	Tiaprofenate
<http://purl.obolibrary.org/obo/DRON_00015930>	THYROID (PORK)
<http://purl.obolibrary.org/obo/DRON_00015843>	guaiazulene
<http://purl.obolibrary.org/obo/DRON_00015156>	iprazochrome
<http://purl.obolibrary.org/obo/DRON_00015169>	Ethacridine
<http://purl.obolibrary.org/obo/DRON_00017845>	potassium sulfate
<http://purl.obolibrary.org/obo/DRON_00014527>	brivudine
<http://purl.obolibrary.org/obo/DRON_00014848>	dibenzepin
<http://purl.obolibrary.org/obo/DRON_00014746>	detajmium
<http://purl.obolibrary.org/obo/DRON_00015519>	Perazine
<http://purl.obolibrary.org/obo/DRON_00017179>	Chymosin
<http://purl.obolibrary.org/obo/DRON_00014524>	bismuth oxide
<http://purl.obolibrary.org/obo/DRON_00015310>	Metaclazepam hydrochloride
<http://purl.obolibrary.org/obo/DRON_00015887>	tartaric acid
<http://purl.obolibrary.org/obo/DRON_00015359>	mofezolac
<http://purl.obolibrary.org/obo/DRON_00015639>	propentofylline
<http://purl.obolibrary.org/obo/DRON_00014676>	cinitapride
<http://purl.obolibrary.org/obo/DRON_00015534>	Merbromin
<http://purl.obolibrary.org/obo/DRON_00015469>	oxiracetam
<http://purl.obolibrary.org/obo/DRON_00015996>	trepibutone
<http://purl.obolibrary.org/obo/DRON_00014751>	Dexetimide
<http://purl.obolibrary.org/obo/DRON_00015583>	Phthalylsulfacetamide
<http://purl.obolibrary.org/obo/DRON_00015714>	rifaximin
<http://purl.obolibrary.org/obo/DRON_00015370>	mosapride
<http://purl.obolibrary.org/obo/DRON_00015299>	bismuth aluminate
<http://purl.obolibrary.org/obo/DRON_00014731>	cyprodenate
<http://purl.obolibrary.org/obo/DRON_00018278>	propylhexedrine
<http://purl.obolibrary.org/obo/DRON_00018855>	Aminobutyrate
<http://purl.obolibrary.org/obo/DRON_00014602>	carazolol
<http://purl.obolibrary.org/obo/DRON_00014566>	Bupranolol
<http://purl.obolibrary.org/obo/DRON_00015201>	lonazolac
<http://purl.obolibrary.org/obo/DRON_00015677>	cycloadiphenine
<http://purl.obolibrary.org/obo/DRON_00014984>	Fumitory Extract
<http://purl.obolibrary.org/obo/DRON_00015293>	Mephentermine
<http://purl.obolibrary.org/obo/DRON_00014856>	epomediol
<http://purl.obolibrary.org/obo/DRON_00015885>	stevioside
<http://purl.obolibrary.org/obo/DRON_00015254>	magnesium phosphate
<http://purl.obolibrary.org/obo/DRON_00015153>	lidamidine
<http://purl.obolibrary.org/obo/DRON_00018706>	CHLORPHENINDIONE
<http://purl.obolibrary.org/obo/DRON_00015468>	oxilofrine
<http://purl.obolibrary.org/obo/DRON_00014295>	Methaqualone
<http://purl.obolibrary.org/obo/DRON_00016035>	trofosfamide
<http://purl.obolibrary.org/obo/DRON_00015296>	mepindolol
<http://purl.obolibrary.org/obo/DRON_00014445>	"4-aminomethylbenzoic acid"
<http://purl.obolibrary.org/obo/DRON_00014531>	bopindolol
<http://purl.obolibrary.org/obo/DRON_00014986>	Fursultiamin
<http://purl.obolibrary.org/obo/DRON_00014436>	amphetaminil
<http://purl.obolibrary.org/obo/DRON_00018742>	Buckthorn preparation
<http://purl.obolibrary.org/obo/DRON_00015171>	alum, potassium
<http://purl.obolibrary.org/obo/DRON_00020084>	Sapropterin
<http://purl.obolibrary.org/obo/DRON_00016590>	ammonium ferrous sulfate
<http://purl.obolibrary.org/obo/DRON_00014525>	bismuth subcarbonate
<http://purl.obolibrary.org/obo/DRON_00015654>	Prajmaline
<http://purl.obolibrary.org/obo/DRON_00014838>	drotaverin
<http://purl.obolibrary.org/obo/DRON_00014852>	Aconite
<http://purl.obolibrary.org/obo/DRON_00014361>	Acetyldigoxins
<http://purl.obolibrary.org/obo/DRON_00015733>	SCOPARIUM
<http://purl.obolibrary.org/obo/DRON_00015189>	Lithium acetate
<http://purl.obolibrary.org/obo/DRON_00014270>	azidocillin
<http://purl.obolibrary.org/obo/DRON_00015404>	Nifurtimox
<http://purl.obolibrary.org/obo/DRON_00015768>	SIMALDRATE
<http://purl.obolibrary.org/obo/DRON_00014495>	benzonidazole
<http://purl.obolibrary.org/obo/DRON_00016697>	Flufenamic Acid
<http://purl.obolibrary.org/obo/DRON_00015632>	progabide
<http://purl.obolibrary.org/obo/DRON_00015722>	quinupramine
<http://purl.obolibrary.org/obo/DRON_00015353>	midecamycin
<http://purl.obolibrary.org/obo/DRON_00014327>	bamifylline
<http://purl.obolibrary.org/obo/DRON_00015686>	proxibarbal
<http://purl.obolibrary.org/obo/DRON_00016091>	Virginiamycin
<http://purl.obolibrary.org/obo/DRON_00015958>	tofisopam
<http://purl.obolibrary.org/obo/DRON_00016042>	tropatepine
<http://purl.obolibrary.org/obo/DRON_00016888>	TRYPSIN
<http://purl.obolibrary.org/obo/DRON_00014310>	thiphenamil
<http://purl.obolibrary.org/obo/DRON_00016723>	Cellulose
<http://purl.obolibrary.org/obo/DRON_00015588>	pidotimod
<http://purl.obolibrary.org/obo/DRON_00015599>	piprozoline
<http://purl.obolibrary.org/obo/DRON_00015766>	Greater Celandine
<http://purl.obolibrary.org/obo/DRON_00014544>	butamirate
<http://purl.obolibrary.org/obo/DRON_00017838>	Tramadol
<http://purl.obolibrary.org/obo/DRON_00014357>	Acetoxolone
<http://purl.obolibrary.org/obo/DRON_00015584>	Clioquinol
<http://purl.obolibrary.org/obo/DRON_00014275>	barbexaclone
<http://purl.obolibrary.org/obo/DRON_00017102>	Guaiacol
<http://purl.obolibrary.org/obo/DRON_00015673>	carzenide
<http://purl.obolibrary.org/obo/DRON_00016860>	Aspartate Magnesium Hydrochloride
<http://purl.obolibrary.org/obo/DRON_00014837>	DIPOTASSIUM ADIPATE
<http://purl.obolibrary.org/obo/DRON_00015194>	kebuzone
<http://purl.obolibrary.org/obo/DRON_00015899>	succinylsulfathiazole
<http://purl.obolibrary.org/obo/DRON_00015322>	METHYL DIACETYLCYSTEINATE
<http://purl.obolibrary.org/obo/DRON_00015193>	lithium gluconate
<http://purl.obolibrary.org/obo/DRON_00014938>	fenozolone
<http://purl.obolibrary.org/obo/DRON_00014842>	efloxate
<http://purl.obolibrary.org/obo/DRON_00014628>	Cefotiam
<http://purl.obolibrary.org/obo/DRON_00015858>	Sulfamethoxypyridazine
<http://purl.obolibrary.org/obo/DRON_00015931>	tiadenol
<http://purl.obolibrary.org/obo/DRON_00014306>	"5-methoxypsoralen"
<http://purl.obolibrary.org/obo/DRON_00018709>	cinacalcet
<http://purl.obolibrary.org/obo/DRON_00015715>	rilmenidine
<http://purl.obolibrary.org/obo/DRON_00015119>	indobufen
<http://purl.obolibrary.org/obo/DRON_00014721>	clotiazepam
<http://purl.obolibrary.org/obo/DRON_00014529>	brodimoprim
<http://purl.obolibrary.org/obo/DRON_00016411>	Adenine
<http://purl.obolibrary.org/obo/DRON_00015245>	medifoxamine
<http://purl.obolibrary.org/obo/DRON_00015183>	Josamycin
<http://purl.obolibrary.org/obo/DRON_00014349>	Captodiamine
<http://purl.obolibrary.org/obo/DRON_00014315>	alminoprofen
<http://purl.obolibrary.org/obo/DRON_00014313>	ALIBENDOL
<http://purl.obolibrary.org/obo/DRON_00015973>	thiopurinol
<http://purl.obolibrary.org/obo/DRON_00015967>	tioclomarol
<http://purl.obolibrary.org/obo/DRON_00017170>	TIEMONIUM
<http://purl.obolibrary.org/obo/DRON_00015869>	sultopride
<http://purl.obolibrary.org/obo/DRON_00015573>	biclotymol
<http://purl.obolibrary.org/obo/DRON_00016034>	tritoqualine
<http://purl.obolibrary.org/obo/DRON_00015912>	tertatolol
<http://purl.obolibrary.org/obo/DRON_00015838>	Black currant preparation
<http://purl.obolibrary.org/obo/DRON_00015196>	keracyanin
<http://purl.obolibrary.org/obo/DRON_00018289>	aluminum magnesium silicate
<http://purl.obolibrary.org/obo/DRON_00015096>	ifenprodil
<http://purl.obolibrary.org/obo/DRON_00014625>	cefetamet
<http://purl.obolibrary.org/obo/DRON_00016089>	butylvinal
<http://purl.obolibrary.org/obo/DRON_00014712>	cyamemazine
<http://purl.obolibrary.org/obo/DRON_00015533>	febarbamate
<http://purl.obolibrary.org/obo/DRON_00015532>	difebarbamate
<http://purl.obolibrary.org/obo/DRON_00014857>	eprazinone
<http://purl.obolibrary.org/obo/DRON_00015491>	chlorproethazine
<http://purl.obolibrary.org/obo/DRON_00015472>	Oxolinic Acid
<http://purl.obolibrary.org/obo/DRON_00014764>	DIHEXYVERINE
<http://purl.obolibrary.org/obo/DRON_00014954>	flumequine
<http://purl.obolibrary.org/obo/DRON_00014510>	benzylthiouracil
<http://purl.obolibrary.org/obo/DRON_00015376>	nadoxolol
<http://purl.obolibrary.org/obo/DRON_00014726>	cyclobutyrol
<http://purl.obolibrary.org/obo/DRON_00014736>	demegestone
<http://purl.obolibrary.org/obo/DRON_00014400>	adrafinil
<http://purl.obolibrary.org/obo/DRON_00015009>	GUAIETOLIN
<http://purl.obolibrary.org/obo/DRON_00015592>	pipamperone
<http://purl.obolibrary.org/obo/DRON_00015604>	Piribedil
<http://purl.obolibrary.org/obo/DRON_00015627>	Pristinamycin
<http://purl.obolibrary.org/obo/DRON_00015416>	Norgestrienone
<http://purl.obolibrary.org/obo/DRON_00014477>	ACETIAMINE
<http://purl.obolibrary.org/obo/DRON_00017129>	fenspiride
<http://purl.obolibrary.org/obo/DRON_00014622>	Carbutamide
<http://purl.obolibrary.org/obo/DRON_00014803>	DIMECROTIC ACID
<http://purl.obolibrary.org/obo/DRON_00014345>	aceprometazine
<http://purl.obolibrary.org/obo/DRON_00015890>	althiazide
<http://purl.obolibrary.org/obo/DRON_00015262>	mefenorex
<http://purl.obolibrary.org/obo/DRON_00015923>	THENOATE LITHIUM
<http://purl.obolibrary.org/obo/DRON_00015097>	imidazole-2-hydroxybenzoate
<http://purl.obolibrary.org/obo/DRON_00016699>	Fluocortolone
<http://purl.obolibrary.org/obo/DRON_00015856>	sulfaethidole
<http://purl.obolibrary.org/obo/DRON_00015195>	LITHIUM HYDROGEN ASPARTATE
<http://purl.obolibrary.org/obo/DRON_00015366>	minaprine
<http://purl.obolibrary.org/obo/DRON_00015311>	methampicillin
<http://purl.obolibrary.org/obo/DRON_00015261>	MEFENIDRAMIUM
<http://purl.obolibrary.org/obo/DRON_00015372>	MAGNESIUM THIOSULFATE
<http://purl.obolibrary.org/obo/DRON_00015830>	sulbutiamine
<http://purl.obolibrary.org/obo/DRON_00014359>	Acetyldigitoxin
<http://purl.obolibrary.org/obo/DRON_00017128>	eprozinol
<http://purl.obolibrary.org/obo/DRON_00015242>	Meclofenoxate
<http://purl.obolibrary.org/obo/DRON_00016450>	Cyclamate
<http://purl.obolibrary.org/obo/DRON_00015598>	pipoxolan
<http://purl.obolibrary.org/obo/DRON_00015302>	COBALT GLUCONATE
<http://purl.obolibrary.org/obo/DRON_00014905>	ethyl cysteine
<http://purl.obolibrary.org/obo/DRON_00014720>	clostebol
<http://purl.obolibrary.org/obo/DRON_00015933>	Tiapride
<http://purl.obolibrary.org/obo/DRON_00014651>	Chlorquinaldol
<http://purl.obolibrary.org/obo/DRON_00015462>	oxetorone
<http://purl.obolibrary.org/obo/DRON_00016113>	omoconazole
<http://purl.obolibrary.org/obo/DRON_00014749>	FERROUS OXALATE
<http://purl.obolibrary.org/obo/DRON_00016070>	Uridine
<http://purl.obolibrary.org/obo/DRON_00015786>	Aluminum Oxide
<http://purl.obolibrary.org/obo/DRON_00014393>	aloxiprin
<http://purl.obolibrary.org/obo/DRON_00015084>	lactitol
<http://purl.obolibrary.org/obo/DRON_00015934>	TIBEZONIUM IODIDE
<http://purl.obolibrary.org/obo/DRON_00014601>	Canrenoic Acid
<http://purl.obolibrary.org/obo/DRON_00015460>	Opipramol
<http://purl.obolibrary.org/obo/DRON_00014829>	dolomite
<http://purl.obolibrary.org/obo/DRON_00014526>	bornaprine
<http://purl.obolibrary.org/obo/DRON_00014953>	fluindione
<http://purl.obolibrary.org/obo/DRON_00015428>	Nordazepam
<http://purl.obolibrary.org/obo/DRON_00014904>	ethoxazene
<http://purl.obolibrary.org/obo/DRON_00014423>	aluminum phosphate
<http://purl.obolibrary.org/obo/DRON_00016074>	dipropylacetamide
<http://purl.obolibrary.org/obo/DRON_00014563>	budipine
<http://purl.obolibrary.org/obo/DRON_00015198>	lithium sulfate
<http://purl.obolibrary.org/obo/DRON_00014333>	bunazosin
<http://purl.obolibrary.org/obo/DRON_00014294>	Nomifensine
<http://purl.obolibrary.org/obo/DRON_00014297>	carbromal
<http://purl.obolibrary.org/obo/DRON_00014298>	tybamate
<http://purl.obolibrary.org/obo/DRON_00016718>	Diphemanil
<http://purl.obolibrary.org/obo/DRON_00015895>	methoxyphenamine
<http://purl.obolibrary.org/obo/DRON_00014305>	cycrimine
<http://purl.obolibrary.org/obo/DRON_00015863>	Fluprednisolone
<http://purl.obolibrary.org/obo/DRON_00018754>	Astragalus Root Extract
<http://purl.obolibrary.org/obo/DRON_00016126>	epigallocatechin gallate
<http://purl.obolibrary.org/obo/DRON_00020294>	Cinnamon Bark
<http://purl.obolibrary.org/obo/DRON_00016132>	lanthanum carbonate
<http://purl.obolibrary.org/obo/DRON_00018757>	Solfenacin
<http://purl.obolibrary.org/obo/DRON_00018758>	Solifenacin
<http://purl.obolibrary.org/obo/DRON_00018761>	Echinacea Purpurea Aerial Parts Extract
<http://purl.obolibrary.org/obo/DRON_00016862>	duloxetine
<http://purl.obolibrary.org/obo/DRON_00017760>	pregabalin
<http://purl.obolibrary.org/obo/DRON_00016769>	Mycophenolic Acid
<http://purl.obolibrary.org/obo/DRON_00016170>	darifenacin
<http://purl.obolibrary.org/obo/DRON_00018769>	entecavir
<http://purl.obolibrary.org/obo/DRON_00018768>	Eszopiclone
<http://purl.obolibrary.org/obo/DRON_00019849>	GOLDEN SEAL EXTRACT
<http://purl.obolibrary.org/obo/DRON_00018773>	magnesium amino acid chelate
<http://purl.obolibrary.org/obo/DRON_00018066>	Deoxyribonucleases
<http://purl.obolibrary.org/obo/DRON_00016261>	Iopanoic Acid
<http://purl.obolibrary.org/obo/DRON_00018789>	Monascus purpureus West
<http://purl.obolibrary.org/obo/DRON_00016318>	FRUIT EXTRACTS
<http://purl.obolibrary.org/obo/DRON_00018792>	COLLAGEN, HYDROLYZED
<http://purl.obolibrary.org/obo/DRON_00020257>	Omega-3 Acid Ethyl Esters (USP)
<http://purl.obolibrary.org/obo/DRON_00016325>	paricalcitol
<http://purl.obolibrary.org/obo/DRON_00018794>	ramelteon
<http://purl.obolibrary.org/obo/DRON_00016329>	Stigmasterol
<http://purl.obolibrary.org/obo/DRON_00016330>	campesterol
<http://purl.obolibrary.org/obo/DRON_00016332>	Choline Magnesium Trisalicyclate
<http://purl.obolibrary.org/obo/DRON_00016334>	alpha-ketoglutaric acid
<http://purl.obolibrary.org/obo/DRON_00016789>	black currant oil
<http://purl.obolibrary.org/obo/DRON_00018800>	fenugreek seed meal
<http://purl.obolibrary.org/obo/DRON_00018828>	Fenugreek seed preparation
<http://purl.obolibrary.org/obo/DRON_00018822>	Soybean Lecithin
<http://purl.obolibrary.org/obo/DRON_00017649>	orgotein
<http://purl.obolibrary.org/obo/DRON_00018807>	Cornsilk
<http://purl.obolibrary.org/obo/DRON_00016360>	Iron polysaccharide
<http://purl.obolibrary.org/obo/DRON_00016363>	theaflavin
<http://purl.obolibrary.org/obo/DRON_00018818>	African Pygeum Extract
<http://purl.obolibrary.org/obo/DRON_00018815>	Stinging Nettle Extract
<http://purl.obolibrary.org/obo/DRON_00020140>	Tocotrienols
<http://purl.obolibrary.org/obo/DRON_00016375>	MILK THISTLE SEED EXTRACT
<http://purl.obolibrary.org/obo/DRON_00018821>	Whortleberry substance
<http://purl.obolibrary.org/obo/DRON_00018881>	Citrus Pectin extract
<http://purl.obolibrary.org/obo/DRON_00018827>	Legume preparation
<http://purl.obolibrary.org/obo/DRON_00018834>	sorafenib
<http://purl.obolibrary.org/obo/DRON_00020195>	Saccharomyces boulardii lyo
<http://purl.obolibrary.org/obo/DRON_00020293>	Lactobacillus rhamnosus GG
<http://purl.obolibrary.org/obo/DRON_00018841>	lenalidomide
<http://purl.obolibrary.org/obo/DRON_00018756>	erlotinib
<http://purl.obolibrary.org/obo/DRON_00016437>	rasagiline
<http://purl.obolibrary.org/obo/DRON_00018847>	HOODIA GORDONII EXTRACT
<http://purl.obolibrary.org/obo/DRON_00016442>	ranolazine
<http://purl.obolibrary.org/obo/DRON_00018848>	white kidney bean extract
<http://purl.obolibrary.org/obo/DRON_00018849>	lubiprostone
<http://purl.obolibrary.org/obo/DRON_00017872>	Risedronate
<http://purl.obolibrary.org/obo/DRON_00018856>	Flufenamate
<http://purl.obolibrary.org/obo/DRON_00018859>	estrogens, conjugated synthetic B
<http://purl.obolibrary.org/obo/DRON_00016483>	sunflower seed oil
<http://purl.obolibrary.org/obo/DRON_00018864>	Nalidixate
<http://purl.obolibrary.org/obo/DRON_00019207>	Evening primrose extract
<http://purl.obolibrary.org/obo/DRON_00018872>	Meclofenamate
<http://purl.obolibrary.org/obo/DRON_00017085>	Fusidate
<http://purl.obolibrary.org/obo/DRON_00018873>	Cerebral Phospholipids
<http://purl.obolibrary.org/obo/DRON_00016643>	Aminocaproate
<http://purl.obolibrary.org/obo/DRON_00018886>	varenicline
<http://purl.obolibrary.org/obo/DRON_00018890>	Morinda citrifolia extract
<http://purl.obolibrary.org/obo/DRON_00020121>	phytosterol esters
<http://purl.obolibrary.org/obo/DRON_00018892>	Polypodium Leucotomos
<http://purl.obolibrary.org/obo/DRON_00014197>	gemifloxacin
<http://purl.obolibrary.org/obo/DRON_00020177>	darunavir
<http://purl.obolibrary.org/obo/DRON_00018901>	dasatinib
<http://purl.obolibrary.org/obo/DRON_00019110>	Bean Pod Extract
<http://purl.obolibrary.org/obo/DRON_00017565>	xylometazoline
<http://purl.obolibrary.org/obo/DRON_00016801>	Yeasts
<http://purl.obolibrary.org/obo/DRON_00016770>	Gitalin
<http://purl.obolibrary.org/obo/DRON_00018910>	deracoxib
<http://purl.obolibrary.org/obo/DRON_00016776>	pseudoisocytidine
<http://purl.obolibrary.org/obo/DRON_00016782>	Bentonite
<http://purl.obolibrary.org/obo/DRON_00019582>	telbivudine
<http://purl.obolibrary.org/obo/DRON_00016804>	Vorinostat
<http://purl.obolibrary.org/obo/DRON_00018921>	lapatinib
<http://purl.obolibrary.org/obo/DRON_00016811>	malate
<http://purl.obolibrary.org/obo/DRON_00019458>	paliperidone
<http://purl.obolibrary.org/obo/DRON_00018923>	Bismuth biskalcitrate
<http://purl.obolibrary.org/obo/DRON_00016833>	CALCIUM STEARATE
<http://purl.obolibrary.org/obo/DRON_00018945>	Petiveria Alliacea Preparation
<http://purl.obolibrary.org/obo/DRON_00018946>	Insoluble berlin blue stain
<http://purl.obolibrary.org/obo/DRON_00018947>	ambrisentan
<http://purl.obolibrary.org/obo/DRON_00018950>	armodafinil
<http://purl.obolibrary.org/obo/DRON_00020013>	Pomegranate Extract
<http://purl.obolibrary.org/obo/DRON_00019821>	guaiacolsulfonate
<http://purl.obolibrary.org/obo/DRON_00018974>	maraviroc
<http://purl.obolibrary.org/obo/DRON_00018975>	pafuramidine
<http://purl.obolibrary.org/obo/DRON_00018977>	Vitis extract
<http://purl.obolibrary.org/obo/DRON_00018978>	GLYCERYL MONOLAURATE
<http://purl.obolibrary.org/obo/DRON_00019017>	Olive Leaf Extract
<http://purl.obolibrary.org/obo/DRON_00020175>	Raltegravir
<http://purl.obolibrary.org/obo/DRON_00018983>	Lithium Aspartate
<http://purl.obolibrary.org/obo/DRON_00018984>	Saw Palmetto Fruit Extract
<http://purl.obolibrary.org/obo/DRON_00018985>	nilotinib
<http://purl.obolibrary.org/obo/DRON_00018986>	Inert Ingredients
<http://purl.obolibrary.org/obo/DRON_00017686>	sevelamer
<http://purl.obolibrary.org/obo/DRON_00018993>	etravirine
<http://purl.obolibrary.org/obo/DRON_00019001>	vildagliptin
<http://purl.obolibrary.org/obo/DRON_00017197>	Prussian blue
<http://purl.obolibrary.org/obo/DRON_00019106>	Desvenlafaxine
<http://purl.obolibrary.org/obo/DRON_00018104>	theanine
<http://purl.obolibrary.org/obo/DRON_00017785>	Bifidobacterium Infantis
<http://purl.obolibrary.org/obo/DRON_00019083>	alvimopan
<http://purl.obolibrary.org/obo/DRON_00017706>	Dibasic potassium phosphate
<http://purl.obolibrary.org/obo/DRON_00020027>	Ferrous Asparto Glycinate
<http://purl.obolibrary.org/obo/DRON_00020026>	calcium threonate
<http://purl.obolibrary.org/obo/DRON_00020297>	Sodium Ascorbate
<http://purl.obolibrary.org/obo/DRON_00019902>	liver stomach concentrate
<http://purl.obolibrary.org/obo/DRON_00017484>	Vitamin K 2
<http://purl.obolibrary.org/obo/DRON_00017491>	palonosetron
<http://purl.obolibrary.org/obo/DRON_00020094>	ferrous bisglycinate
<http://purl.obolibrary.org/obo/DRON_00019154>	silodosin
<http://purl.obolibrary.org/obo/DRON_00019865>	lacosamide
<http://purl.obolibrary.org/obo/DRON_00019160>	fesoterodine
<http://purl.obolibrary.org/obo/DRON_00017984>	rufinamide
<http://purl.obolibrary.org/obo/DRON_00020298>	tapentadol
<http://purl.obolibrary.org/obo/DRON_00019163>	eltrombopag
<http://purl.obolibrary.org/obo/DRON_00017540>	fludarabine
<http://purl.obolibrary.org/obo/DRON_00016478>	Mefenamate
<http://purl.obolibrary.org/obo/DRON_00017566>	Safflower Oil
<http://purl.obolibrary.org/obo/DRON_00018180>	Phytosterols
<http://purl.obolibrary.org/obo/DRON_00016650>	Phospholipids
<http://purl.obolibrary.org/obo/DRON_00017577>	menatetrenone
<http://purl.obolibrary.org/obo/DRON_00019205>	OREGANO OIL
<http://purl.obolibrary.org/obo/DRON_00019211>	dexlansoprazole
<http://purl.obolibrary.org/obo/DRON_00017604>	Flavin Mononucleotide
<http://purl.obolibrary.org/obo/DRON_00017605>	febuxostat
<http://purl.obolibrary.org/obo/DRON_00017465>	acamprosate
<http://purl.obolibrary.org/obo/DRON_00018241>	Docusate
<http://purl.obolibrary.org/obo/DRON_00018224>	everolimus
<http://purl.obolibrary.org/obo/DRON_00019217>	GAMMA LINOLEIC ACID
<http://purl.obolibrary.org/obo/DRON_00017629>	epsiprantel
<http://purl.obolibrary.org/obo/DRON_00017631>	artemether
<http://purl.obolibrary.org/obo/DRON_00019223>	lumefantrine
<http://purl.obolibrary.org/obo/DRON_00017638>	iloperidone
<http://purl.obolibrary.org/obo/DRON_00019226>	Acai Berry Extract
<http://purl.obolibrary.org/obo/DRON_00020217>	Magnesium glycinate
<http://purl.obolibrary.org/obo/DRON_00017645>	Berberine
<http://purl.obolibrary.org/obo/DRON_00017650>	Creatinine
<http://purl.obolibrary.org/obo/DRON_00017655>	Thymus Extracts
<http://purl.obolibrary.org/obo/DRON_00019230>	tolvaptan
<http://purl.obolibrary.org/obo/DRON_00018940>	Lisdexamfetamine
<http://purl.obolibrary.org/obo/DRON_00017674>	dronedarone
<http://purl.obolibrary.org/obo/DRON_00019004>	levocetirizine
<http://purl.obolibrary.org/obo/DRON_00019434>	prasugrel
<http://purl.obolibrary.org/obo/DRON_00019435>	Cinnamon Preparation
<http://purl.obolibrary.org/obo/DRON_00010568>	Delavirdine
<http://purl.obolibrary.org/obo/DRON_00017006>	Rimantadine
<http://purl.obolibrary.org/obo/DRON_00020015>	saxagliptin
<http://purl.obolibrary.org/obo/DRON_00018679>	rosuvastatin
<http://purl.obolibrary.org/obo/DRON_00019451>	Asenapine
<http://purl.obolibrary.org/obo/DRON_00019455>	pitavastatin
<http://purl.obolibrary.org/obo/DRON_00017690>	nattokinase
<http://purl.obolibrary.org/obo/DRON_00014638>	Proguanil
<http://purl.obolibrary.org/obo/DRON_00017704>	colesevelam
<http://purl.obolibrary.org/obo/DRON_00019497>	pazopanib
<http://purl.obolibrary.org/obo/DRON_00019498>	maropitant
<http://purl.obolibrary.org/obo/DRON_00019503>	cocklebur extract
<http://purl.obolibrary.org/obo/DRON_00019504>	krill oil
<http://purl.obolibrary.org/obo/DRON_00019977>	firocoxib
<http://purl.obolibrary.org/obo/DRON_00019507>	nitenpyram
<http://purl.obolibrary.org/obo/DRON_00016642>	adefovir
<http://purl.obolibrary.org/obo/DRON_00019508>	calcium pyruvate
<http://purl.obolibrary.org/obo/DRON_00017994>	milbemycin oxime
<http://purl.obolibrary.org/obo/DRON_00017756>	lufenuron
<http://purl.obolibrary.org/obo/DRON_00018054>	cuprous oxide
<http://purl.obolibrary.org/obo/DRON_00017737>	sodium selenate
<http://purl.obolibrary.org/obo/DRON_00017743>	febantel
<http://purl.obolibrary.org/obo/DRON_00017747>	ormetoprim
<http://purl.obolibrary.org/obo/DRON_00018203>	enrofloxacin
<http://purl.obolibrary.org/obo/DRON_00019616>	dalfampridine
<http://purl.obolibrary.org/obo/DRON_00017759>	marbofloxacin
<http://purl.obolibrary.org/obo/DRON_00020048>	spinosad
<http://purl.obolibrary.org/obo/DRON_00019019>	dexmethylphenidate
<http://purl.obolibrary.org/obo/DRON_00020134>	WHEAT DEXTRIN
<http://purl.obolibrary.org/obo/DRON_00017779>	ubiquinol
<http://purl.obolibrary.org/obo/DRON_00016924>	Ibandronate
<http://purl.obolibrary.org/obo/DRON_00017786>	tiludronic acid
<http://purl.obolibrary.org/obo/DRON_00011221>	olsalazine
<http://purl.obolibrary.org/obo/DRON_00019848>	Chia Seed Oil
<http://purl.obolibrary.org/obo/DRON_00016730>	Oxymorphone
<http://purl.obolibrary.org/obo/DRON_00019854>	heme iron polypeptide
<http://purl.obolibrary.org/obo/DRON_00010111>	Hydroxychloroquine
